igre,disciplina,mesto,ime,drzava,rezultat 
Berlin 1936,800m men,6,Harry Webb Williamson,USA,1:55.8
Berlin 1936,800m men,7,Juan Carlos Anderson,ARG,
Berlin 1936,800m men,8,Gerald Backhouse,AUS,
Berlin 1936,800m men,9,Brian Mccabe,GBR,
Berlin 1936,decathlon men,1,Glenn Morris,USA,7900
Berlin 1936,decathlon men,2,Robert Hyatt Clark,USA,7601
Berlin 1936,decathlon men,3,Jack Parker,USA,7275
Berlin 1936,decathlon men,4,Erwin Huber,GER,7087
Berlin 1936,decathlon men,5,Reindert Johannes Brasser,NED,7046
Berlin 1936,decathlon men,6,Armin Guhl,SUI,7033
Berlin 1936,decathlon men,7,Olle Bexell,SWE,7024
Berlin 1936,decathlon men,8,Helmuth Bonnet,GER,6939
Berlin 1936,decathlon men,9,Jerzy Plawczyk,POL,6871
Berlin 1936,decathlon men,10,Edvard Natvig,NOR,6759
Berlin 1936,decathlon men,11,Aulis Aleksanteri Reinikka,FIN,6755
Berlin 1936,decathlon men,12,Peter Bacsalmasi,HUN,6395
Berlin 1936,decathlon men,13,Fritz Dallenbach,SUI,6311
Berlin 1936,decathlon men,14,Ljuben Doitchev,BUL,6307
Berlin 1936,decathlon men,15,Osvaldo Wenzel,CHI,6058
Berlin 1936,decathlon men,16,Josef Klein,TCH,5883
Berlin 1936,decathlon men,17,Maurice Boulanger,BEL,5097
Berlin 1936,decathlon men,18,Leif Dahlgren,SWE,
Berlin 1936,decathlon men,19,Zoltan Csanyi,HUN,
Berlin 1936,decathlon men,20,Willy Buhrer,SUI,
Berlin 1936,decathlon men,21,Emile Binet,BEL,
Berlin 1936,decathlon men,22,Franz Sterzl,AUT,
Berlin 1936,decathlon men,23,Martti Lee Topelius,FIN,
Berlin 1936,decathlon men,24,Aki Jarvinen,FIN,
Berlin 1936,decathlon men,25,Janis Dimsa,LAT,
Berlin 1936,decathlon men,26,Erwin Reimer,CHI,
Berlin 1936,decathlon men,27,Chang Shing Chow,CHN,
Berlin 1936,decathlon men,28,Karl Vilmundarsson,ISL,
Berlin 1936,discus throw men,1,William Kenneth Carpenter,USA,50.48
Berlin 1936,discus throw men,2,Gordon Dunn,USA,49.36
Berlin 1936,discus throw men,3,Giorgio Oberweger,ITA,49.23
Berlin 1936,discus throw men,4,Reidar Sorlie,NOR,48.77
Berlin 1936,discus throw men,5,Willy Schroder,GER,47.93
Berlin 1936,discus throw men,6,Nikolaos Syllas,GRE,47.75
Berlin 1936,hammer throw men,1,Karl Hein,GER,56.49
Berlin 1936,hammer throw men,2,Erwin Blask,GER,55.04
Berlin 1936,hammer throw men,3,Fred Warngard,SWE,54.83
Berlin 1936,hammer throw men,4,Gustaf Alfons Koutonen,FIN,51.90
Berlin 1936,hammer throw men,5,William John Alfred Rowe,USA,51.66
Berlin 1936,hammer throw men,6,Donald Emerson Favor,USA,51.01
Berlin 1936,high jump men,1,Cornelius Johnson,USA,2.03
Berlin 1936,high jump men,2,Dave Albritton,USA,2.00
Berlin 1936,high jump men,3,Delos Thurber,USA,2.00
Berlin 1936,high jump men,4,Kalevi Kotkas,FIN,2.00
Berlin 1936,high jump men,5,Kimio Yata,JPN,1.97
Berlin 1936,high jump men,6,Lauri Kalima,FIN,1.94
Berlin 1936,javelin throw men,1,Gerhard Stock,GER,71.84
Berlin 1936,javelin throw men,2,Yrjo Nikkanen,FIN,70.77
Berlin 1936,javelin throw men,3,Kalervo Toivonen,FIN,70.72
Berlin 1936,javelin throw men,4,Lennart Atterwall,SWE,69.20
Berlin 1936,javelin throw men,5,Matti Jarvinen,FIN,69.18
Berlin 1936,javelin throw men,6,Floy Alton Terry,USA,67.15
Berlin 1936,long jump men,1,Jesse Owens,USA,8.06
Berlin 1936,long jump men,2,Luz Long,GER,7.87
Berlin 1936,long jump men,3,Naoto Tajima,JPN,7.74
Berlin 1936,long jump men,4,Arturo Maffei,ITA,7.73
Berlin 1936,long jump men,6,Robert Hyatt Clark,USA,7.67
Berlin 1936,marathon men,1,Kitei Son,JPN,2:29:19.2
Berlin 1936,marathon men,2,Ernest Harper,GBR,2:31:23.2
Berlin 1936,marathon men,3,Shoryu Nan,JPN,2:31:42.0
Berlin 1936,marathon men,4,Erkki Jaakko Tamila,FIN,2:32:45.0
Berlin 1936,marathon men,5,Vaino Muinonen,FIN,2:33:46.0
Berlin 1936,marathon men,6,Johannes Coleman,RSA,2:36:17.0
Berlin 1936,marathon men,7,Donald Mcnab Robertson,GBR,2:37:06.2
Berlin 1936,marathon men,8,Henry Gibson,RSA,2:38:04.0
Berlin 1936,marathon men,9,Mauno Asarias Tarkiainen,FIN,2:39:33.0
Berlin 1936,marathon men,10,Thore Enochsson,SWE,2:43:12.0
Berlin 1936,marathon men,11,Stylianos Kyriakidis 1,GRE,2:43:20.9
Berlin 1936,marathon men,12,Nouba Khaleb,FRA,2:45:34.0
Berlin 1936,marathon men,13,Henry Palme,SWE,2:46:08.4
Berlin 1936,marathon men,14,Franz Tuschek,AUT,2:46:29.0
Berlin 1936,marathon men,15,James Bartlett,CAN,2:48:21.4
Berlin 1936,marathon men,16,Francois Duval,FRA,2:48:39.8
Berlin 1936,marathon men,17,Manuel Dias,POR,2:49:00.0
Berlin 1936,marathon men,18,John Adelbert Kelley,USA,2:49:32.4
Berlin 1936,marathon men,19,Miloslav Lunak,TCH,2:50:26.0
Berlin 1936,marathon men,20,Felix Meekens,BEL,2:51:19.0
Berlin 1936,marathon men,21,Jan Takac,TCH,2:51:20.0
Berlin 1936,marathon men,22,Rudolf Wober,AUT,2:51:28.0
Berlin 1936,marathon men,23,Ludovic Gall,ROU,2:55:02.0
Berlin 1936,marathon men,24,Robert Nevens,BEL,2:55:51.0
Berlin 1936,marathon men,25,Anders Hartington Andersen,DEN,2:56:31.0
Berlin 1936,marathon men,26,Gabrielo Mendoza,PER,2:57:17.8
Berlin 1936,marathon men,27,Thomas Forcer Lalande,RSA,2:57:20.0
Berlin 1936,marathon men,28,Arturs Mottmillers,LAT,2:58:02.0
Berlin 1936,marathon men,29,Eduard Brasecke,GER,2:59:33.4
Berlin 1936,marathon men,30,Percival Wyer,CAN,3:00:11.0
Berlin 1936,marathon men,31,Fernand Leheurteur,FRA,3:01:11.0
Berlin 1936,marathon men,32,Wilhelm Rothmayer,AUT,3:02:32.0
Berlin 1936,marathon men,33,Bronislaw Gancarz,POL,3:03:11.0
Berlin 1936,marathon men,34,Max Beer,SUI,3:06:26.0
Berlin 1936,marathon men,35,Guillermo Suarez,PER,3:08:18.0
Berlin 1936,marathon men,36,Boris Haralampiev,BUL,3:08:53.8
Berlin 1936,marathon men,37,Arul C S Swami,IND,3:10:44.0
Berlin 1936,marathon men,38,Josef Sulc,TCH,3:11:47.4
Berlin 1936,marathon men,39,Franz Eha,SUI,3:18:17.0
Berlin 1936,marathon men,40,Shih Lin Wang,CHN,3:25:36.4
Berlin 1936,marathon men,41,Stane Sporn,YUG,3:30:47.0
Berlin 1936,marathon men,42,Jose Farias Rios,PER,3:33:24.0
Berlin 1936,marathon men,43,Juan Carlos Zabala,ARG,
Berlin 1936,marathon men,44,Ellison Myers Brown,USA,
Berlin 1936,marathon men,45,Luis Oliva,ARG,
Berlin 1936,marathon men,46,Tamao Shiwaku,JPN,
Berlin 1936,marathon men,47,Paul De Bruyn,GER,
Berlin 1936,marathon men,48,Franz Barsicke,GER,
Berlin 1936,marathon men,49,Jaime Mendes,POR,
Berlin 1936,marathon men,50,Aurelio Genghini,ITA,
Berlin 1936,marathon men,51,Giannino Bulzone,ITA,
Berlin 1936,marathon men,52,William Francis Mcmahon,USA,
Berlin 1936,marathon men,53,Juan Acosta,CHI,
Berlin 1936,marathon men,54,Kazimierz Fialka,POL,
Berlin 1936,marathon men,55,Harold Webster,CAN,
Berlin 1936,marathon men,56,Albert James Norris,GBR,
Berlin 1936,pole vault men,1,Earle Meadows,USA,4.35
Berlin 1936,pole vault men,2,Shuhei Nishida,JPN,4.25
Berlin 1936,pole vault men,3,Sueo Oe,JPN,4.25
Berlin 1936,pole vault men,4,William Sefton,USA,4.25
Berlin 1936,pole vault men,5,William Noe Graber,USA,4.15
Berlin 1936,shot put men,1,Hans Woellke,GER,16.20
Berlin 1936,shot put men,2,Sulo Barlund,FIN,16.12
Berlin 1936,shot put men,3,Gerhard Stock,GER,15.66
Berlin 1936,shot put men,4,Samuel Harrison Francis,USA,15.45
Berlin 1936,shot put men,5,Jack Torrance,USA,15.38
Berlin 1936,shot put men,6,Dmitri Nickitovitch Zaitz,USA,15.32
Berlin 1936,triple jump men,1,Naoto Tajima,JPN,16.00
Berlin 1936,triple jump men,2,Masao Harada,JPN,15.66
Berlin 1936,triple jump men,3,Jack Metcalfe,AUS,15.50
Berlin 1936,triple jump men,4,Heinz Wollner,GER,15.27
Berlin 1936,triple jump men,5,Rolland Lee Romero,USA,15.08
Berlin 1936,triple jump men,6,Kenkichi Oshima,JPN,15.07
Berlin 1936,100m women,1,Helen Stephens,USA,11.5
Berlin 1936,100m women,2,Stanislawa Walasiewicz,POL,11.7
Berlin 1936,100m women,3,Kathe Krauss,GER,11.9
Berlin 1936,100m women,4,Marie Dollinger,GER,12.2
Berlin 1936,100m women,5,Annette Rogers,USA,12.2
Berlin 1936,100m women,6,Emmy Albus,GER,12.3
Berlin 1936,4x100m relay women,1,,USA,46.9
Berlin 1936,4x100m relay women,2,,GBR,47.6
Berlin 1936,4x100m relay women,3,,CAN,47.8
Berlin 1936,4x100m relay women,4,,ITA,48.7
Berlin 1936,4x100m relay women,5,,NED,48.8
Berlin 1936,4x100m relay women,6,,GER,
Berlin 1936,discus throw women,1,Gisela Mauermayer,GER,47.63
Berlin 1936,discus throw women,2,Jadwiga Wajs,POL,46.22
Berlin 1936,discus throw women,3,Paula Mollenhauer,GER,39.80
Berlin 1936,discus throw women,4,Toyoko Nakamura,JPN,38.24
Berlin 1936,discus throw women,5,Hide Mineshima,JPN,37.35
Berlin 1936,discus throw women,6,Birgit Lundstrom,SWE,35.92
Berlin 1936,high jump women,1,Ibolya Csak,HUN,1.60
Berlin 1936,high jump women,2,Dorothy Odam,GBR,1.60
Berlin 1936,high jump women,3,Elfriede Kaun,GER,1.60
Berlin 1936,high jump women,4,Dora Ratjen,GER,1.58
Berlin 1936,high jump women,5,Marguerite Nicolas,FRA,1.58
Berlin 1936,javelin throw women,1,Tilly Fleischer,GER,45.18
Berlin 1936,javelin throw women,2,Luise Kruger,GER,43.29
Berlin 1936,javelin throw women,3,Maria Kwasniewska,POL,41.80
Berlin 1936,javelin throw women,4,Herma Bauma,AUT,41.66
Berlin 1936,javelin throw women,5,Sadako Yamamoto,JPN,41.45
Berlin 1936,javelin throw women,6,Lydia Eberhardt,GER,41.37
Los angeles 1932,10000m men,1,Janusz Kusocinski,POL,30:11.4
Los angeles 1932,10000m men,2,Volmari Iso Hollo,FIN,30:12.6
Los angeles 1932,10000m men,3,Lauri Virtanen,FIN,30:35.0
Los angeles 1932,10000m men,4,John Savidan,NZL,31:09.0
Los angeles 1932,10000m men,5,Max Syring,GER,31:35.0
Los angeles 1932,10000m men,6,Jean Gunnar Lindgren,SWE,31:37.0
Los angeles 1932,10000m men,7,Juan Morales Rodriguez,MEX,32:03.0
Los angeles 1932,10000m men,8,Jose Ribas,ARG,
Los angeles 1932,10000m men,9,Fernando Chacarelli,ARG,
Los angeles 1932,10000m men,10,Adalberto Cardoso,BRA,
Los angeles 1932,10000m men,11,Clifford Bricker,CAN,
Los angeles 1932,10000m men,12,Masamichi Kitamoto,JPN,
Los angeles 1932,10000m men,13,Shoichiro Takenaka,JPN,
Los angeles 1932,100m men,1,Eddie Tolan,USA,10.3
Los angeles 1932,100m men,2,Ralph Metcalfe,USA,10.3
Los angeles 1932,100m men,3,Arthur Jonath,GER,10.4
Los angeles 1932,100m men,4,George Simpson,USA,10.5
Los angeles 1932,100m men,5,Daniel Jacobus Joubert,RSA,10.6
Los angeles 1932,100m men,6,Takayoshi Yoshioka,JPN,10.7
Los angeles 1932,110m hurdles men,1,George Saling,USA,14.6
Los angeles 1932,110m hurdles men,2,Percy Beard,USA,14.7
Los angeles 1932,110m hurdles men,3,Donald Finlay,GBR,14.8
Los angeles 1932,110m hurdles men,4,Jack Keller,USA,14.8
Los angeles 1932,110m hurdles men,5,David George Burghley,GBR,14.8
Los angeles 1932,110m hurdles men,6,Willi Welscher,GER,
Los angeles 1932,1500m men,1,Luigi Beccali,ITA,3:51.2
Los angeles 1932,1500m men,2,John Cornes,GBR,3:52.6
Los angeles 1932,1500m men,3,Philip Edwards 1,CAN,
Los angeles 1932,1500m men,4,Glenn Cunningham,USA,3:53.4
Los angeles 1932,1500m men,5,Eric Ny,SWE,3:54.6
Los angeles 1932,1500m men,6,Norwood Penrose Hallowell,USA,3:55.0
Los angeles 1932,1500m men,7,John Lovelock,NZL,3:55.6
Los angeles 1932,1500m men,8,Eino Purje,FIN,
Los angeles 1932,1500m men,9,Martti Luomanen,FIN,
Los angeles 1932,1500m men,10,Harri Larva,FIN,
Los angeles 1932,200m men,1,Eddie Tolan,USA,21.2
Los angeles 1932,200m men,2,George Simpson,USA,21.4
Los angeles 1932,200m men,3,Ralph Metcalfe,USA,21.5
Los angeles 1932,200m men,4,Arthur Jonath,GER,21.5
Los angeles 1932,200m men,5,Carlos Bianchi Lutti,ARG,21.6
Los angeles 1932,200m men,6,William Walters,RSA,21.9
Los angeles 1932,3000m steeplechase men,1,Volmari Iso Hollo,FIN,10:33.4
Los angeles 1932,3000m steeplechase men,2,Thomas Evenson,GBR,10:46.0
Los angeles 1932,3000m steeplechase men,3,Joseph Mccluskey,USA,10:46.2
Los angeles 1932,3000m steeplechase men,4,Martti Matilainen,FIN,10:52.4
Los angeles 1932,3000m steeplechase men,5,George Bailey 1,GBR,10:53.2
Los angeles 1932,3000m steeplechase men,6,Glen Wilson Dawson,USA,10:58.0
Los angeles 1932,3000m steeplechase men,7,Giuseppe Lippi,ITA,11:04.0
Los angeles 1932,3000m steeplechase men,8,Walter Herbert Pritchard,USA,11:04.4
Los angeles 1932,3000m steeplechase men,9,Verner Toivonen,FIN,
Los angeles 1932,3000m steeplechase men,10,Nello Bartolini,ITA,
Los angeles 1932,400m hurdles men,1,Robert Morton Newburgh Tisdall,IRL,51.8
Los angeles 1932,400m hurdles men,2,Glenn Hardin,USA,51.9
Los angeles 1932,400m hurdles men,3,Morgan Taylor,USA,52.0
Los angeles 1932,400m hurdles men,4,David George Burghley,GBR,52.2
Los angeles 1932,400m hurdles men,5,Luigi Facelli,ITA,53.0
Los angeles 1932,400m hurdles men,6,Johan Kellgren Areskoug,SWE,54.6
Los angeles 1932,400m men,1,William Arthur Carr,USA,46.2
Los angeles 1932,400m men,2,Benjamin Bangs Eastman,USA,46.4
Los angeles 1932,400m men,3,Alex Wilson 2,CAN,47.4
Los angeles 1932,400m men,4,William Walters,RSA,48.2
Los angeles 1932,400m men,5,James Allen Gordon,USA,48.2
Los angeles 1932,400m men,6,George Golding,AUS,48.8
Los angeles 1932,4x100m relay men,1,,USA,40.0
Los angeles 1932,4x100m relay men,2,,GER,40.9
Los angeles 1932,4x100m relay men,3,,ITA,41.2
Los angeles 1932,4x100m relay men,4,,CAN,41.3
Los angeles 1932,4x100m relay men,5,,JPN,41.3
Los angeles 1932,4x100m relay men,6,,GBR,41.4
Los angeles 1932,4x400m relay men,1,,USA,3:08.2
Los angeles 1932,4x400m relay men,2,,GBR,3:11.2
Los angeles 1932,4x400m relay men,3,,CAN,3:12.8
Los angeles 1932,4x400m relay men,4,,GER,3:14.4
Los angeles 1932,4x400m relay men,5,,JPN,3:14.6
Los angeles 1932,4x400m relay men,6,,ITA,3:17.8
Los angeles 1932,5000m men,1,Lauri Lehtinen,FIN,14:30.0
Los angeles 1932,5000m men,2,Ralph Hill,USA,14:30.0
Los angeles 1932,5000m men,3,Lauri Virtanen,FIN,14:44.0
Los angeles 1932,5000m men,4,John Savidan,NZL,14:49.6
Los angeles 1932,5000m men,5,Jean Gunnar Lindgren,SWE,14:54.8
Los angeles 1932,5000m men,6,Max Syring,GER,14:59.0
Los angeles 1932,50km walk men,1,Thomas William Green,GBR,4:50:10
Los angeles 1932,50km walk men,2,Janis Dalins,LAT,4:57:20
Los angeles 1932,50km walk men,3,Ugo Frigerio,ITA,4:59:06
Los angeles 1932,50km walk men,4,Karl Hahnel,GER,5:06:06
Los angeles 1932,50km walk men,5,Ettore Rivolta,ITA,5:07:39
Los angeles 1932,50km walk men,6,Paul Sievert,GER,5:16:41
Los angeles 1932,50km walk men,7,Henri Quintric,FRA,5:27:25
Los angeles 1932,50km walk men,8,George William Ernest Crosbie,USA,5:28:02
Los angeles 1932,50km walk men,9,William Hugh Chisholm,USA,5:51:00
Los angeles 1932,50km walk men,10,Alfred Maasik,EST,6:19:00
Los angeles 1932,50km walk men,11,Henry Cieman,CAN,
Los angeles 1932,50km walk men,12,Ioannis Moralis,GRE,
Los angeles 1932,50km walk men,13,Francesco Pretti,ITA,
Los angeles 1932,50km walk men,14,Arthur Schwab,SUI,
Los angeles 1932,50km walk men,15,Harry Robert Hinkel,USA,
Los angeles 1932,800m men,1,Thomas Hampson,GBR,1:49.8
Los angeles 1932,800m men,2,Alex Wilson 2,CAN,1:49.9
Los angeles 1932,800m men,3,Philip Edwards 1,CAN,
Los angeles 1932,800m men,4,Edwin Bernard Genung,USA,1:51.7
Los angeles 1932,800m men,5,Edwin Thomas Turner,USA,1:52.5
Los angeles 1932,800m men,6,Charles Christian Hornborstel,USA,1:52.7
Los angeles 1932,800m men,7,John Vincent Powell,GBR,
Los angeles 1932,decathlon men,1,Jim Bausch,USA,8462.235
Los angeles 1932,decathlon men,2,Aki Jarvinen,FIN,8292.48
Los angeles 1932,decathlon men,3,Wolrad Eberle,GER,8030.805
Los angeles 1932,decathlon men,4,Wilson David Jr Charles,USA,7985.00
Los angeles 1932,decathlon men,5,Hans Heinrich Sievert,GER,7941.07
Los angeles 1932,decathlon men,6,Paavo Yrjola,FIN,7688.09
Los angeles 1932,decathlon men,7,Clifford Clyde Coffman,USA,7534.41
Los angeles 1932,decathlon men,8,Robert Morton Newburgh Tisdall,IRL,7327.17
Los angeles 1932,decathlon men,9,Erwin Wegner,GER,7179.93
Los angeles 1932,decathlon men,10,Peter Bacsalmasi,HUN,7001.73
Los angeles 1932,decathlon men,11,Harry Hart,RSA,6799.25
Los angeles 1932,decathlon men,12,Janis Dimsa,LAT,
Los angeles 1932,decathlon men,13,Zygmunt Siedlecki,POL,
Los angeles 1932,decathlon men,14,Hector Berra,ARG,
Los angeles 1932,discus throw men,1,John Anderson 3,USA,49.49
Los angeles 1932,discus throw men,2,Henri Laborde,USA,48.47
Los angeles 1932,discus throw men,3,Paul Winter,FRA,47.85
Los angeles 1932,discus throw men,4,Jules Noel,FRA,47.74
Los angeles 1932,discus throw men,5,Istvan Donogany,HUN,47.07
Los angeles 1932,discus throw men,6,Endre Madarasz,HUN,46.52
Los angeles 1932,discus throw men,7,Kalevi Kotkas,FIN,45.87
Los angeles 1932,discus throw men,8,Paul Jessup,USA,45.25
Los angeles 1932,discus throw men,9,Jozsef Remecz,HUN,45.02
Los angeles 1932,discus throw men,10,Emil Janausch,AUT,44.82
Los angeles 1932,discus throw men,11,Hans Heinrich Sievert,GER,44.51
Los angeles 1932,discus throw men,12,Harry Hart,RSA,43.33
Los angeles 1932,discus throw men,13,Zygmunt Heljasz,POL,42.59
Los angeles 1932,discus throw men,14,Emil Hirschfeld,GER,42.42
Los angeles 1932,discus throw men,15,Franti Ek Douda,TCH,42.39
Los angeles 1932,discus throw men,16,Clement Duhour,FRA,40.22
Los angeles 1932,discus throw men,17,Veljko Narancic,YUG,36.51
